,baseMean,log2FoldChange,lfcSE,pvalue,padj,FDR_corrected_pvals
1700001G11Rik,2.30929338064759,-0.0009840515621021,0.523778974111783,0.98967194259214,,0.9999588622418802
1700001J03Rik,2.36762725588253,0.0467185364311658,0.534268919672357,0.683279161565965,,0.8597671426340926
1700001L05Rik,39.427476765929,0.0154058877163539,0.40449799417907,0.95672396929642,0.980374629186747,0.9858279371124994
1700003E16Rik,7.63375758268039,0.0397461548064128,0.518167860448623,0.777183071007956,0.892749671765898,0.9117759866937426
1700003F12Rik,24.6764428463305,0.0135441474742408,0.465969186591462,0.957006005473821,0.980514295440041,0.9859142294903407
1700003M07Rik,69.6316686951063,8.15612207478772,2.56117128720836,5.92810022995201e-08,5.21597390389011e-07,5.902728372403343e-07
1700006J14Rik,3.15069931843705,-0.11447510048009,0.551929354222898,0.0690680050208041,,0.19732405815435833
1700007L15Rik,33.5607268623019,0.38881152929469,0.510766348362016,0.193533045403288,0.379556300079956,0.41784109727401636
1700008B11Rik,5.30478872208197,-0.168299010941089,0.5583714267937,0.199417530668072,0.38720343255308,0.42595188684634333
1700008H02Rik,7.09733311357253,0.0990188920708924,0.5117061808199,0.585238620559882,0.768435407672522,0.799892526508527
1700008J07Rik,54.4722570068912,-0.0600468990134978,0.39408911908478,0.819947383087542,0.914304737881022,0.930412216400944
1700008O03Rik,3.69154897653143,0.0423929292504219,0.520980411905951,0.748392144967217,,0.895035127829042
1700010I14Rik,93.889043304374,0.349444621093234,0.354998144766963,0.204799090708848,0.394480699791555,0.4334670697865167
1700011B04Rik,42.1588527458306,4.68217787954406,1.42295540967593,0.0004578578484074,0.002313314994295,0.0026178946257661238
1700012B09Rik,9.52808447328398,3.84241123671776,2.00733214679766,0.0041397870670274,0.0165124752623725,0.018686568994741404
